keyword,using top 1,using top 3,using weight > 50,all
sabem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pouco,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
perdi,Americas,Americas,Americas,Americas
político,Africa_Europe,Africa_Europe,Americas,Americas
ambos,Americas,Americas,Americas,Americas
entrou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
jajajaj,Americas,Americas,Americas,Americas
gostou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
naman,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
orang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
hacerlo,Americas,Americas,Americas,Americas
kkkkkkkkkkkkkkkkk,Americas,Americas,Americas,Americas
tempat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bebê,Americas,Americas,Americas,Africa_Europe
esperava,Americas,Africa_Europe,Americas,Americas
wentz,Americas,Americas,Americas,Americas
lain,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
passando,Americas,Americas,Americas,Americas
aconteceu,Americas,Africa_Europe,Africa_Europe,Africa_Europe
सरक,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
सरद,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tengok,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
suena,Africa_Europe,Americas,Americas,Americas
pergi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sakit,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
nhs,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
capaz,Americas,Americas,Americas,Americas
моя,Africa_Europe,Asia_Australia,Asia_Australia,Africa_Europe
lançar,Americas,Americas,Americas,Americas
doang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
karena,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
após,Americas,Africa_Europe,Africa_Europe,Africa_Europe
vsf,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
deixa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
coragem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
namanya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
obvio,Americas,Americas,Americas,Americas
conhece,Americas,Africa_Europe,Africa_Europe,Africa_Europe
metas,Americas,Americas,Americas,Americas
ketika,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
baik,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bandido,Africa_Europe,Africa_Europe,Africa_Europe,Americas
kkkkkkkkkkk,Americas,Americas,Americas,Africa_Europe
acreditar,Africa_Europe,Africa_Europe,Africa_Europe,Americas
fuder,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
habis,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
hagan,Americas,Americas,Americas,Americas
parou,Americas,Americas,Americas,Africa_Europe
alguma,Americas,Americas,Americas,Africa_Europe
cai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
compartir,Americas,Americas,Americas,Americas
cinta,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
esperança,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
teşekkür,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nako,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tenemos,Americas,Americas,Americas,Americas
आपक,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tanpa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sinceramente,Americas,Americas,Americas,Americas
weren,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
wahala,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
passou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
परम,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
نواز,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aún,Americas,Americas,Americas,Americas
wkwkw,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vejo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
ele,Americas,Africa_Europe,Africa_Europe,Africa_Europe
enak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
enfim,Americas,Americas,Americas,Americas
acredita,Americas,Africa_Europe,Africa_Europe,Americas
horário,Americas,Africa_Europe,Americas,Africa_Europe
acredito,Americas,Africa_Europe,Africa_Europe,Africa_Europe
taena,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
malaysia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tolong,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
finna,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
foda,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mão,Americas,Africa_Europe,Africa_Europe,Africa_Europe
mãe,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mamãe,Americas,Americas,Americas,Africa_Europe
comendo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
esperar,Americas,Americas,Americas,Americas
ahi,Americas,Americas,Americas,Americas
encuentro,Americas,Americas,Americas,Americas
abeg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
समस,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lagu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ajuda,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
lagi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
consulta,Americas,Americas,Americas,Americas
tengan,Americas,Americas,Americas,Americas
tengah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
इसक,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
хочу,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
raha,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ahí,Americas,Americas,Americas,Americas
propio,Americas,Americas,Americas,Americas
junto,Americas,Americas,Americas,Americas
вам,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
quería,Americas,Americas,Americas,Americas
gostosa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
gostoso,Americas,Africa_Europe,Africa_Europe,Africa_Europe
quase,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
точно,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
deberían,Americas,Americas,Americas,Americas
saya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sayo,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pedo,Americas,Americas,Americas,Americas
pedi,Americas,Africa_Europe,Africa_Europe,Americas
chorar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@potus,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
melhor,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tagal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
obrigada,Americas,Africa_Europe,Africa_Europe,Africa_Europe
obrigado,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
estranho,Americas,Africa_Europe,Americas,Africa_Europe
siya,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
kya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
namorado,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mungkin,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
podia,Africa_Europe,Africa_Europe,Africa_Europe,Americas
viendo,Americas,Americas,Americas,Americas
selalu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
primeiro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
primeira,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jajajajaj,Americas,Americas,Americas,Americas
turma,Americas,Americas,Americas,Africa_Europe
sabar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
maior,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nama,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
gustó,Americas,Americas,Americas,Americas
acontece,Americas,Africa_Europe,Africa_Europe,Africa_Europe
bkn,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
jajajajajaja,Americas,Americas,Americas,Americas
costas,Americas,Africa_Europe,Africa_Europe,Africa_Europe
emprego,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
yuk,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ansiedade,Americas,Africa_Europe,Africa_Europe,Africa_Europe
nonton,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
alam,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
perdón,Americas,Americas,Americas,Americas
duit,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
respuesta,Americas,Americas,Americas,Americas
perfeita,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jakarta,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
inteira,Americas,Americas,Americas,Africa_Europe
será,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
derechos,Americas,Americas,Americas,Americas
qualquer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@kylegriffin1,Americas,Americas,Americas,Americas
briga,Americas,Americas,Americas,Africa_Europe
ouvir,Americas,Africa_Europe,Africa_Europe,Africa_Europe
вот,Asia_Australia,Africa_Europe,Asia_Australia,Africa_Europe
gostar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
masak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
rolar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
apaixonada,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
médico,Americas,Americas,Americas,Americas
emocionada,Americas,Americas,Americas,Americas
önemli,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
coloquei,Americas,Americas,Americas,Americas
comi,Americas,Africa_Europe,Africa_Europe,Americas
adoro,Africa_Europe,Africa_Europe,Americas,Americas
acabar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
racista,Americas,Americas,Americas,Americas
fofoca,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
conozco,Americas,Americas,Americas,Americas
tambah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
errado,Americas,Americas,Americas,Africa_Europe
errada,Americas,Americas,Americas,Americas
precisava,Americas,Americas,Americas,Americas
fácil,Americas,Americas,Americas,Americas
кажется,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
evento,Americas,Americas,Americas,Americas
sedih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vivendo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
aonde,Americas,Americas,Americas,Africa_Europe
entonces,Americas,Americas,Americas,Americas
tenho,Americas,Africa_Europe,Africa_Europe,Africa_Europe
finalmente,Africa_Europe,Africa_Europe,Africa_Europe,Americas
@funder,Americas,Americas,Americas,Americas
ساتھ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mesti,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
cheguei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tratando,Americas,Americas,Americas,Americas
são,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
saludo,Americas,Americas,Americas,Americas
técnica,Americas,Americas,Americas,Americas
banho,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
começando,Americas,Americas,Americas,Africa_Europe
respondo,Americas,Americas,Americas,Americas
jud,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
burro,Africa_Europe,Africa_Europe,Africa_Europe,Americas
última,Americas,Americas,Americas,Americas
último,Americas,Americas,Americas,Americas
termino,Americas,Americas,Americas,Americas
sekarang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
notas,Americas,Americas,Americas,Americas
usted,Americas,Americas,Americas,Americas
véi,Americas,Americas,Americas,Americas
candidato,Americas,Americas,Americas,Americas
umas,Americas,Africa_Europe,Africa_Europe,Africa_Europe
umay,Africa_Europe,Asia_Australia,Africa_Europe,Africa_Europe
bapak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
gatinha,Americas,Americas,Americas,Americas
treason,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
abis,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
velho,Americas,Americas,Americas,Africa_Europe
velha,Americas,Africa_Europe,Africa_Europe,Africa_Europe
maioria,Americas,Americas,Africa_Europe,Africa_Europe
faz,Americas,Africa_Europe,Africa_Europe,Africa_Europe
esquece,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
wkwkwkwk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
gostei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
rato,Africa_Europe,Africa_Europe,Africa_Europe,Americas
chega,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
teu,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sua,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@newtgingrich,Americas,Americas,Americas,Americas
jangan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
férias,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
так,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
sabía,Americas,Americas,Americas,Americas
mmg,Americas,Americas,Americas,Americas
آمین,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
começar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
quiser,Americas,Africa_Europe,Africa_Europe,Africa_Europe
tryna,Americas,Americas,Americas,Africa_Europe
condiciones,Americas,Americas,Americas,Americas
salvador,Americas,Americas,Americas,Americas
levar,Americas,Africa_Europe,Africa_Europe,Africa_Europe
lihat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
negócio,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dúvida,Americas,Africa_Europe,Africa_Europe,Africa_Europe
cachorro,Americas,Americas,Americas,Americas
vindo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
इतन,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
chorei,Americas,Americas,Americas,Americas
это,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
numa,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aaaaa,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
susah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lhe,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@washingtonpost,Americas,Americas,Americas,Americas
hubiera,Americas,Americas,Americas,Americas
про,Africa_Europe,Africa_Europe,Asia_Australia,Africa_Europe
ficam,Americas,Africa_Europe,Africa_Europe,Africa_Europe
ficar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
जनत,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
dejó,Americas,Americas,Americas,Americas
pedido,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
senado,Americas,Americas,Americas,Americas
pegando,Americas,Americas,Americas,Americas
projeto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
deje,Americas,Americas,Americas,Americas
nosotros,Americas,Americas,Americas,Americas
dejo,Americas,Americas,Americas,Americas
bhai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
esas,Africa_Europe,Americas,Americas,Americas
molesta,Americas,Americas,Americas,Americas
passei,Americas,Africa_Europe,Africa_Europe,Africa_Europe
segue,Americas,Africa_Europe,Africa_Europe,Africa_Europe
tenía,Americas,Americas,Americas,Americas
segui,Americas,Africa_Europe,Africa_Europe,Americas
carente,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
assistir,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
porq,Americas,Americas,Americas,Americas
direito,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cobrar,Americas,Americas,Americas,Americas
parece,Americas,Americas,Americas,Americas
ponen,Americas,Americas,Americas,Americas
tuve,Americas,Americas,Americas,Americas
mulheres,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
huhu,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
vinho,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
superar,Africa_Europe,Africa_Europe,Americas,Americas
silêncio,Americas,Africa_Europe,Africa_Europe,Africa_Europe
hablando,Americas,Americas,Americas,Americas
mío,Americas,Americas,Americas,Americas
mía,Americas,Americas,Americas,Americas
início,Americas,Africa_Europe,Africa_Europe,Africa_Europe
deixou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
mbak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
achando,Americas,Americas,Americas,Americas
namin,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cierto,Americas,Americas,Americas,Americas
kamu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
juntar,Americas,Africa_Europe,Africa_Europe,Americas
juntas,Americas,Americas,Americas,Americas
можно,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
whoa,Asia_Australia,Africa_Europe,Asia_Australia,Africa_Europe
akong,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
сегодня,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
rir,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jogando,Americas,Americas,Americas,Americas
fueron,Americas,Americas,Americas,Americas
atrás,Americas,Americas,Americas,Americas
incrível,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
apenas,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
máscara,Americas,Africa_Europe,Americas,Americas
acabei,Americas,Africa_Europe,Americas,Africa_Europe
सकत,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ridículo,Americas,Americas,Americas,Americas
crois,Americas,Americas,Africa_Europe,Africa_Europe
direto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ikaw,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tendo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
queremos,Americas,Americas,Americas,Americas
lmaoooo,Americas,Americas,Americas,Americas
ficou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
@speakerpelosi,Americas,Americas,Americas,Americas
cuidando,Americas,Americas,Americas,Americas
yawa,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
absolutamente,Americas,Americas,Americas,Americas
exatamente,Americas,Americas,Americas,Americas
infelizmente,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
impossível,Americas,Africa_Europe,Africa_Europe,Africa_Europe
fica,Americas,Americas,Americas,Africa_Europe
semua,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
лучше,Africa_Europe,Asia_Australia,Asia_Australia,Africa_Europe
morrer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
motivo,Americas,Americas,Americas,Americas
independente,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dekat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
acaso,Americas,Americas,Americas,Americas
kenal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
línea,Americas,Americas,Americas,Americas
raiders,Americas,Americas,Americas,Americas
nenhum,Americas,Africa_Europe,Africa_Europe,Africa_Europe
@narendramodi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
postura,Africa_Europe,Africa_Europe,Americas,Americas
muitos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
wkwkwk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
usando,Africa_Europe,Africa_Europe,Africa_Europe,Americas
pública,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
público,Africa_Europe,Africa_Europe,Africa_Europe,Americas
foco,Americas,Americas,Americas,Americas
siguen,Americas,Americas,Americas,Americas
הוא,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
daming,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
rede,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
comentar,Africa_Europe,Africa_Europe,Africa_Europe,Americas
fez,Americas,Africa_Europe,Africa_Europe,Africa_Europe
rabbim,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
rindu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sangue,Americas,Africa_Europe,Africa_Europe,Africa_Europe
tau,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
@incindia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
dudas,Africa_Europe,Americas,Americas,Americas
mayores,Africa_Europe,Americas,Americas,Americas
sii,Americas,Americas,Americas,Americas
sih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mereka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
rolou,Americas,Americas,Americas,Americas
sebelum,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tanta,Americas,Americas,Americas,Americas
ainda,Americas,Africa_Europe,Africa_Europe,Africa_Europe
مره,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
banyak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
whilst,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
odeio,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jajajajaja,Americas,Americas,Americas,Americas
waktu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pakai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bawa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
apoyo,Americas,Americas,Americas,Americas
vcs,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
embora,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
llorando,Americas,Americas,Americas,Americas
além,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ficando,Americas,Americas,Americas,Americas
для,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
altura,Americas,Americas,Americas,Americas
esperando,Americas,Americas,Americas,Americas
تھے,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
realidad,Americas,Americas,Americas,Americas
उनक,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
comprei,Americas,Americas,Americas,Americas
peito,Americas,Africa_Europe,Africa_Europe,Africa_Europe
serio,Africa_Europe,Africa_Europe,Africa_Europe,Americas
sonho,Americas,Africa_Europe,Africa_Europe,Africa_Europe
kkkkkkkkkkkkkkkk,Americas,Americas,Americas,Americas
ngga,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
estará,Americas,Americas,Americas,Americas
sebab,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
preguiça,Americas,Africa_Europe,Africa_Europe,Africa_Europe
perfeito,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
rumah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
músicas,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
amei,Americas,Africa_Europe,Africa_Europe,Africa_Europe
trabalhar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
wala,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
responde,Americas,Americas,Americas,Americas
més,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cuidar,Americas,Americas,Americas,Americas
duas,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
alô,Americas,Africa_Europe,Africa_Europe,Africa_Europe
makasih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kkkkkkkkkkkkkkkkkkk,Americas,Americas,Americas,Americas
notícia,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
poderia,Americas,Americas,Americas,Americas
ㅋㅋㅋ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
masih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
dieron,Americas,Americas,Americas,Americas
pasti,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
malah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
fude,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cheia,Americas,Africa_Europe,Africa_Europe,Africa_Europe
cheio,Americas,Africa_Europe,Africa_Europe,Africa_Europe
chama,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sério,Americas,Africa_Europe,Africa_Europe,Africa_Europe
kidding,Africa_Europe,Africa_Europe,Asia_Australia,Africa_Europe
@kingjames,Americas,Americas,Americas,Americas
fundo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
kkkkkkkkkkkkkkk,Asia_Australia,Americas,Americas,Asia_Australia
recibir,Americas,Americas,Americas,Americas
tirando,Americas,Americas,Americas,Americas
assunto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
seperti,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
jamás,Americas,Americas,Americas,Americas
pode,Americas,Africa_Europe,Africa_Europe,Africa_Europe
bahagia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
gak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
από,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
